# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol],UCEps20Min(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,364698097177665017356341106841923616768.0000000,27366713800251671229127916889101790973289679921610752.0000000,17903385563074107673198375653808102749083397651431424.0000000,105294001925330421667075388835943560629099597727268864.0000000,1941642953742605122752769030659834601605341185572864.0000000,74333246490378718097794900165986610999809368465080320.0000000,27366713800251671229127916889101790973289679921610752.0000000,27366713800251671229127916889101790973289679921610752.0000000,32260944129932853268651503688105577085314569479389184.0000000,20403612583605374628187351495241693428432282666926080.0000000,545553164830693186765986530350901985705916295611940864.0000000,27366713800251671229127916889101790973289679921610752.0000000,17903385563074107673198375653808102749083397651431424.0000000,105294001925330421667075388835943560629099597727268864.0000000,1941642953742605122752769030659834601605341185572864.0000000,74333246490378718097794900165986610999809368465080320.0000000,27366713800251671229127916889101790973289679921610752.0000000,27366713800251671229127916889101790973289679921610752.0000000,32260944129932853268651503688105577085314569479389184.0000000,20403612583605374628187351495241693428432282666926080.0000000,545553164830693186765986530350901985705916295611940864.0000000
0.3300000,0.3300000,0.3300000,2.2362622,-0.0059796,-2.7114828,2.2362622,-6.5425738,8.0763207,-0.5942585,9.0040805,-0.1352940,0.7800210,2.4824812,1.8461218,44.2304827,0.3264027,-11.1102045,0.5336065,-0.6317931,4.9545583,-3.9315254,-3.1114870,0.3847761,0.2433538,35.9721779
0.3325000,0.3325000,0.3325000,1.9093416,-0.0053098,-2.6844822,1.9093416,-6.7124244,6.8319875,-0.5867183,8.0705534,-0.4308078,0.4513398,2.1143344,1.5796202,39.0142799,0.1488123,-11.2514875,-0.4140745,-0.6180042,4.2680456,-4.1511787,-3.2649363,0.1754258,0.1109490,30.9538966
0.3350000,0.3350000,0.3350000,1.6122234,-0.0046566,-2.6553875,1.6122234,-6.8558207,5.7083803,-0.5774788,7.2232592,-0.6979848,0.1525373,1.7806459,1.3366581,34.3361575,-0.0057451,-11.3505167,-1.2532157,-0.6034677,3.6565558,-4.3340075,-3.3951088,-0.0067726,-0.0042834,26.4849494
0.3375000,0.3375000,0.3375000,1.3420674,-0.0040210,-2.6245375,1.3420674,-6.9731864,4.6944853,-0.5668754,6.4542506,-0.9391058,-0.1189470,1.4779145,1.1153581,30.1376501,-0.1398827,-11.4385061,-1.9953987,-0.5896373,3.1120893,-4.4845536,-3.5046620,-0.1648992,-0.1042914,22.5067202
0.3400000,0.3400000,0.3400000,1.0964844,-0.0034059,-2.5922320,1.0964844,-7.0652510,3.7799171,-0.5551953,5.7561648,-1.1559858,-0.3651748,1.2031517,0.9141447,26.3664095,-0.2559196,-11.5546959,-2.6509427,-0.5770945,2.6275198,-4.6068097,-3.5984690,-0.3016879,-0.1908042,18.9669943
0.3425000,0.3425000,0.3425000,0.8734723,-0.0028150,-2.5587352,0.8734723,-7.1330594,2.9549704,-0.5426843,5.1222060,-1.3501020,-0.5877962,0.9538339,0.7316674,22.9756494,-0.3559149,-11.6314661,-3.2290474,-0.5640972,2.1964950,-4.7484522,-3.6776450,-0.4195663,-0.2653571,15.8192325
0.3450000,0.3450000,0.3450000,0.6713433,-0.0022530,-2.5242803,0.6713433,-7.1779429,2.2106704,-0.5295511,4.5461336,-1.5227088,-0.7881582,0.7278408,0.5667289,19.9237771,-0.4416980,-11.7014764,-3.7379196,-0.5515115,1.8133499,-4.8830299,-3.7457261,-0.5206908,-0.3293138,13.0219304
0.3475000,0.3475000,0.3475000,0.4886468,-0.0017245,-2.4890721,0.4886468,-7.2014632,1.5388079,-0.5159726,4.0222513,-1.6749350,-0.9674181,0.5233835,0.4182269,17.1741145,-0.5148942,-11.7849393,-4.1848842,-0.5388470,1.4730292,-4.9903550,-3.8051625,-0.6069772,-0.3838861,10.5380536
0.3500000,0.3500000,0.3500000,0.3240984,-0.0012335,-2.4532911,0.3240984,-7.2053433,0.9319502,-0.5020979,3.5453966,-1.8078601,-1.1266422,0.3389273,0.2851106,14.6946050,-0.5769480,-11.8475939,-4.5764826,-0.5274727,1.1710196,-5.0739090,-3.8515130,-0.6801287,-0.4301512,8.3345389
0.3525000,0.3525000,0.3525000,0.1765202,-0.0007829,-2.4170955,0.1765202,-7.1913963,0.3834276,-0.4880525,3.1109285,-1.9225657,-1.2668800,0.1731199,0.1663547,12.4574395,-0.6291442,-11.8985636,-4.9185593,-0.5159463,0.9032893,-5.1381757,-3.8863297,-0.7416596,-0.4690667,6.3818532
0.3550000,0.3550000,0.3550000,0.0447973,-0.0003743,-2.3806239,0.0447973,-7.1614603,-0.1127025,-0.4739411,2.7147145,-2.0201642,-1.3892090,0.0247288,0.0609469,10.4385827,-0.6726250,-11.9299830,-5.2163394,-0.5047685,0.6662350,-5.2305490,-3.9134088,-0.7929164,-0.5014844,4.6536040
0.3575000,0.3575000,0.3575000,-0.0721509,-0.0000078,-2.3439976,-0.0721509,-7.1173453,-0.5616996,-0.4598508,2.3531111,-2.1018076,-1.4947531,-0.1074046,-0.0321140,8.6172256,-0.7084065,-12.0073556,-5.4744957,-0.4940994,0.4566352,-5.3005385,-3.9355704,-0.8350971,-0.5281618,3.1261942
0.3600000,0.3600000,0.3600000,-0.1753838,0.0003173,-2.3073227,-0.1753838,-7.0607918,-0.9681845,-0.4458537,2.0229386,-2.1686810,-1.5846807,-0.2243963,-0.1138131,6.9752216,-0.7373929,-12.0514740,-5.6972097,-0.4837537,0.2716079,-5.3510881,-3.9516079,-0.8692673,-0.5497729,1.7785165
0.3625000,0.3625000,0.3625000,-0.2659438,0.0006029,-2.2706915,-0.2659438,-6.9934422,-1.3361789,-0.4320089,1.7214446,-2.2219872,-1.6601902,-0.3273357,-0.1851118,5.4965596,-0.7603885,-12.0900086,-5.8882244,-0.4730720,0.1085738,-5.3973954,-3.9686236,-0.8963754,-0.5669176,0.5916830
0.3650000,0.3650000,0.3650000,-0.3448526,0.0008513,-2.2341840,-0.3448526,-6.9168219,-1.6691436,-0.4183645,1.4462573,-2.2629279,-1.7224894,-0.4172919,-0.2469384,4.1669161,-0.7781092,-12.1003608,-6.0508921,-0.4616764,-0.0347760,-5.4523577,-3.9800268,-0.9172653,-0.5801295,-0.4512156
0.3675000,0.3675000,0.3675000,-0.4131043,0.0010654,-2.1978700,-0.4131043,-6.8323304,-1.9700235,-0.4049592,1.1953305,-2.2926833,-1.7727735,-0.4953112,-0.3001800,2.9733032,-0.7911920,-12.0860673,-6.1882161,-0.4497664,-0.1605097,-5.4895847,-3.9834697,-0.9326878,-0.5898836,-1.3653227
0.3700000,0.3700000,0.3700000,-0.4716574,0.0012484,-2.1618095,-0.4716574,-6.7412377,-2.2413045,-0.3918235,0.9668831,-2.3123950,-1.8122052,-0.5624111,-0.3456758,1.9038113,-0.8002040,-12.0509194,-6.3028881,-0.4375075,-0.2704800,-5.5263042,-3.9861908,-0.9433115,-0.5966026,-2.1642053
0.3725000,0.3725000,0.3725000,-0.5214271,0.0014032,-2.1260540,-0.5214271,-6.6446863,-2.4850861,-0.3789815,0.7593413,-2.3231510,-1.8418982,-0.6195733,-0.3842122,0.9474346,-0.8056495,-11.9981707,-6.3973215,-0.4250370,-0.3663479,-5.5661556,-3.9884382,-0.9497309,-0.6006626,-2.8600220
0.3750000,0.3750000,0.3750000,-0.5632787,0.0015331,-2.0906479,-0.5632787,-6.5436964,-2.7031632,-0.3664513,0.5712851,-2.3259758,-1.8629051,-0.6677355,-0.4165201,0.0939576,-0.8079777,-11.9306149,-6.4736806,-0.4124677,-0.4496021,-5.5942268,-3.9835037,-0.9524754,-0.6023983,-3.4636731
0.3775000,0.3775000,0.3775000,-0.5980232,0.0016407,-2.0556288,-0.5980232,-6.4391730,-2.8971096,-0.3542462,0.4014056,-2.3218236,-1.8762091,-0.7077852,-0.4432738,-0.6661127,-0.8076627,-11.8506519,-6.5380246,-0.3998926,-0.5215781,-5.6203278,-3.9723580,-0.9521042,-0.6021635,-3.9849332
0.3800000,0.3800000,0.3800000,-0.6264148,0.0017290,-2.0210286,-0.6264148,-6.3319144,-3.0683544,-0.3423755,0.2484722,-2.3115740,-1.8827198,-0.7405553,-0.4650916,-1.3415875,-0.8049744,-11.7603447,-6.5874132,-0.3873872,-0.5834736,-5.6431294,-3.9558547,-0.9489350,-0.6001592,-4.4325702
0.3825000,0.3825000,0.3825000,-0.6491496,0.0018002,-1.9868739,-0.6491496,-6.2226212,-3.2182423,-0.3308449,0.1113115,-2.2960319,-1.8832714,-0.7668210,-0.4825369,-1.9406206,-0.8002294,-11.6614669,-6.6234262,-0.3750131,-0.6363635,-5.6750176,-3.9395333,-0.9433414,-0.5966215,-4.8144505
0.3850000,0.3850000,0.3850000,-0.6668660,0.0018568,-1.9531871,-0.6668660,-6.1119057,-3.3480777,-0.3196574,-0.0112054,-2.2759281,-1.8786233,-0.7872987,-0.4961210,-2.4707237,-0.7954527,-11.5555436,-6.6475326,-0.3628196,-0.6812125,-5.6956470,-3.9228384,-0.9377105,-0.5930602,-5.1376335
0.3875000,0.3875000,0.3875000,-0.6801465,0.0019006,-1.9199863,-0.6801465,-6.0003001,-3.4591492,-0.3088135,-0.1201684,-2.2519224,-1.8694628,-0.8026460,-0.5063056,-2.9387782,-0.7917788,-11.4438865,-6.6694535,-0.3508458,-0.7188865,-5.7099284,-3.9012585,-0.9333795,-0.5903210,-5.4084554
0.3900000,0.3900000,0.3900000,-0.6895198,0.0019334,-1.8872861,-0.6895198,-5.8882658,-3.5527406,-0.2983116,-0.2166288,-2.2246070,-1.8564087,-0.8134635,-0.5135066,-3.3510455,-0.7861505,-11.3276234,-6.6832941,-0.3391225,-0.7501628,-5.7117310,-3.8755123,-0.9267447,-0.5861248,-5.6326045
0.3925000,0.3925000,0.3925000,-0.6954638,0.0019568,-1.8550980,-0.6954638,-5.7762003,-3.6301303,-0.2881489,-0.3015973,-2.1945108,-1.8400154,-0.8202969,-0.5180969,-3.7131780,-0.7788446,-11.2077240,-6.6924398,-0.3276732,-0.7757396,-5.7028460,-3.8462293,-0.9181322,-0.5806778,-5.8151875
0.3950000,0.3950000,0.3950000,-0.6984090,0.0019722,-1.8234309,-0.6984090,-5.6644453,-3.6925838,-0.2783207,-0.3760406,-2.1621045,-1.8207776,-0.8236396,-0.5204105,-4.0302345,-0.7701061,-11.0850215,-6.6920383,-0.3165156,-0.7962438,-5.6848279,-3.8139615,-0.9078310,-0.5741627,-5.9607900
0.3975000,0.3975000,0.3975000,-0.6987417,0.0019808,-1.7922911,-0.6987417,-5.5532926,-3.7413427,-0.2688216,-0.4408775,-2.1278054,-1.7991354,-0.8239365,-0.5207453,-4.3067021,-0.7601522,-10.9602314,-6.6832134,-0.3056622,-0.8122382,-5.6590263,-3.7791923,-0.8960969,-0.5667414,-6.0735296
0.4000000,0.4000000,0.4000000,-0.6968079,0.0019836,-1.7616828,-0.6968079,-5.4429906,-3.7776135,-0.2596452,-0.4969763,-2.0919817,-1.7754789,-0.8215871,-0.5193669,-4.5465282,-0.7491749,-10.8339676,-6.6769132,-0.2951216,-0.8242287,-5.6266135,-3.7423450,-0.8831564,-0.5585572,-6.1571038
0.4025000,0.4025000,0.4025000,-0.6929164,0.0019815,-1.7316085,-0.6929164,-5.3337491,-3.8025560,-0.2507845,-0.5451519,-2.0549576,-1.7501530,-0.8169490,-0.5165115,-4.7531633,-0.7374781,-10.7067562,-6.6624652,-0.2848987,-0.8326692,-5.5886079,-3.7037904,-0.8693678,-0.5498365,-6.2148330
0.4050000,0.4050000,0.4050000,-0.6873424,0.0019752,-1.7020688,-0.6873424,-5.2257444,-3.8172748,-0.2422318,-0.5861655,-2.0170177,-1.7234621,-0.8103418,-0.5123885,-4.9296158,-0.7251417,-10.5790475,-6.6408657,-0.2749956,-0.8379675,-5.5458945,-3.6638529,-0.8548252,-0.5406389,-6.2496986
0.4075000,0.4075000,0.4075000,-0.6803304,0.0019655,-1.6730632,-0.6803304,-5.1191234,-3.8228127,-0.2339791,-0.6207235,-1.9784107,-1.6956736,-0.8020501,-0.5071838,-5.0785132,-0.7122042,-10.4512260,-6.6236494,-0.2654124,-0.8404900,-5.4992422,-3.6242060,-0.8395740,-0.5309932,-6.2643774
0.4100000,0.4100000,0.4100000,-0.6720974,0.0019530,-1.6445896,-0.6720974,-5.0140073,-3.8201458,-0.2260183,-0.6494790,-1.9393538,-1.6670224,-0.7923270,-0.5010617,-5.2021672,-0.6987861,-10.3236195,-6.5993839,-0.2561467,-0.8405653,-5.4493194,-3.5834578,-0.8237562,-0.5209891,-6.2612725
0.4125000,0.4125000,0.4125000,-0.6628357,0.0019381,-1.6166452,-0.6628357,-4.9104952,-3.8101815,-0.2183408,-0.6730327,-1.9000355,-1.6377142,-0.7813969,-0.4941674,-5.3026366,-0.6849935,-10.1965066,-6.5688212,-0.2471950,-0.8384887,-5.3967067,-3.5416000,-0.8074969,-0.5107059,-6.2425409
0.4150000,0.4150000,0.4150000,-0.6527153,0.0019212,-1.5892259,-0.6527153,-4.8086663,-3.7937581,-0.2109381,-0.6919352,-1.8606193,-1.6079284,-0.7694586,-0.4866292,-5.3817826,-0.6710150,-10.0701233,-6.5327842,-0.2385525,-0.8345414,-5.3419087,-3.4988915,-0.7910185,-0.5002840,-6.2103491
0.4175000,0.4175000,0.4175000,-0.6418861,0.0019027,-1.5623271,-0.6418861,-4.7085835,-3.7716455,-0.2038015,-0.7066893,-1.8212462,-1.5778217,-0.7566877,-0.4785598,-5.4413152,-0.6571235,-9.9446688,-6.4920050,-0.2302130,-0.8289828,-5.2853632,-3.4555580,-0.7746427,-0.4899270,-6.1663623
0.4200000,0.4200000,0.4200000,-0.6304803,0.0018830,-1.5359433,-0.6304803,-4.6102946,-3.7445477,-0.1969226,-0.7177529,-1.7820375,-1.5475299,-0.7432392,-0.4700587,-5.4828284,-0.6431188,-9.8203103,-6.4471349,-0.2221701,-0.8219807,-5.2274503,-3.4117951,-0.7581334,-0.4794857,-6.1119235
0.4225000,0.4225000,0.4225000,-0.6186142,0.0018623,-1.5100685,-0.6186142,-4.5138351,-3.7131052,-0.1902927,-0.7255418,-1.7430970,-1.5171711,-0.7292495,-0.4612132,-5.5078251,-0.6295776,-9.6971872,-6.3987533,-0.2144165,-0.8137272,-5.1684996,-3.3677726,-0.7421705,-0.4693899,-6.0484346
0.4250000,0.4250000,0.4250000,-0.6063899,0.0018407,-1.4846962,-0.6063899,-4.4192293,-3.6778989,-0.1839035,-0.7304326,-1.7045130,-1.4868468,-0.7148385,-0.4520996,-5.5177323,-0.6160458,-9.5754151,-6.3473756,-0.2069443,-0.8058094,-5.1087966,-3.3236375,-0.7262187,-0.4593010,-5.9942791
0.4275000,0.4275000,0.4275000,-0.5938967,0.0018186,-1.4598195,-0.5938967,-4.3264921,-3.6394539,-0.1777466,-0.7327657,-1.6663603,-1.4566449,-0.7001111,-0.4427851,-5.5139099,-0.6035514,-9.4550889,-6.2941072,-0.1997456,-0.7987084,-5.0485881,-3.2795166,-0.7114898,-0.4499857,-5.9390986
0.4300000,0.4300000,0.4300000,-0.5812130,0.0017961,-1.4354310,-0.5812130,-4.2356306,-3.5982430,-0.1718138,-0.7328485,-1.6287018,-1.4266404,-0.6851595,-0.4333282,-5.4976546,-0.5912743,-9.3362852,-6.2412539,-0.1928121,-0.7903879,-4.9880876,-3.2360267,-0.6970170,-0.4408323,-5.8751099
0.4325000,0.4325000,0.4325000,-0.5684068,0.0017733,-1.4115232,-0.5684068,-4.1466447,-3.5546912,-0.1660973,-0.7309574,-1.5915898,-1.3968974,-0.6700637,-0.4237799,-5.4701995,-0.5790667,-9.2190655,-6.1858453,-0.1861355,-0.7810194,-4.9274791,-3.1934746,-0.6826263,-0.4317308,-5.8035633
0.4350000,0.4350000,0.4350000,-0.5555376,0.0017503,-1.3880883,-0.5555376,-4.0595284,-3.5091793,-0.1605891,-0.7273413,-1.5550675,-1.3674703,-0.6548937,-0.4141844,-5.4327136,-0.5676427,-9.1034775,-6.1283054,-0.1797073,-0.7707560,-4.8669209,-3.1513083,-0.6691593,-0.4232135,-5.7255761
0.4375000,0.4375000,0.4375000,-0.5426569,0.0017272,-1.3651183,-0.5426569,-3.9742707,-3.4620479,-0.1552818,-0.7222236,-1.5191700,-1.3384050,-0.6397101,-0.4045804,-5.3862999,-0.5564042,-8.9895576,-6.0690101,-0.1735192,-0.7597346,-4.8065490,-3.1095767,-0.6559108,-0.4148344,-5.6421457
0.4400000,0.4400000,0.4400000,-0.5298091,0.0017042,-1.3426050,-0.5298091,-3.8908564,-3.4136009,-0.1501678,-0.7158046,-1.4839253,-1.3097398,-0.6245653,-0.3950010,-5.3319933,-0.5455707,-8.8773319,-6.0082918,-0.1675628,-0.7480997,-4.7464795,-3.0683206,-0.6431399,-0.4067574,-5.5546447
0.4425000,0.4425000,0.4425000,-0.5170327,0.0016812,-1.3205403,-0.5170327,-3.8092664,-3.3641087,-0.1452401,-0.7082636,-1.4493553,-1.2815065,-0.6095045,-0.3854748,-5.2707605,-0.5352138,-8.7668181,-5.9464448,-0.1618300,-0.7360729,-4.6868117,-3.0275741,-0.6309308,-0.3990356,-5.4640374
0.4450000,0.4450000,0.4450000,-0.5043604,0.0016584,-1.2989157,-0.5043604,-3.7294789,-3.3138118,-0.1404918,-0.6997611,-1.4154765,-1.2537311,-0.5945664,-0.3760265,-5.2034988,-0.5247694,-8.6580264,-5.8837291,-0.1563125,-0.7235945,-4.6276298,-2.9873655,-0.6186186,-0.3912487,-5.3702182
0.4475000,0.4475000,0.4475000,-0.4918205,0.0016357,-1.2777231,-0.4918205,-3.6514695,-3.2629232,-0.1359159,-0.6904404,-1.3823009,-1.2264345,-0.5797842,-0.3666768,-5.1310378,-0.5140321,-8.5509606,-5.8203743,-0.1510025,-0.7107532,-4.5690046,-2.9477174,-0.6059610,-0.3832434,-5.2738335
0.4500000,0.4500000,0.4500000,-0.4794366,0.0016133,-1.2569540,-0.4794366,-3.5752116,-3.2116316,-0.1315062,-0.6804294,-1.3498361,-1.1996333,-0.5651858,-0.3574436,-5.0541399,-0.5030820,-8.4456192,-5.7565828,-0.1458922,-0.6976280,-4.5109959,-2.9086481,-0.5930526,-0.3750794,-5.1754574
0.4525000,0.4525000,0.4525000,-0.4672288,0.0015911,-1.2366000,-0.4672288,-3.5006770,-3.1601034,-0.1272562,-0.6698420,-1.3180865,-1.1733399,-0.5507950,-0.3483417,-4.9735032,-0.4919885,-8.3419958,-5.6925329,-0.1409741,-0.6842889,-4.4536531,-2.8701717,-0.5799751,-0.3668085,-5.0755994
0.4550000,0.4550000,0.4550000,-0.4552138,0.0015692,-1.2166530,-0.4552138,-3.4278362,-3.1084853,-0.1231598,-0.6587797,-1.2870534,-1.1475638,-0.5366313,-0.3393837,-4.8897638,-0.4808116,-8.2400804,-5.6283814,-0.1362408,-0.6708431,-4.3970170,-2.8322988,-0.5667994,-0.3584754,-4.9754721
0.4575000,0.4575000,0.4575000,-0.4434053,0.0015476,-1.1971046,-0.4434053,-3.3566585,-3.0569061,-0.1192113,-0.6473326,-1.2567354,-1.1223113,-0.5227110,-0.3305797,-4.8034990,-0.4696031,-8.1398593,-5.5642659,-0.1316853,-0.6575485,-4.3411209,-2.7950367,-0.5535864,-0.3501188,-4.8763113
0.4600000,0.4600000,0.4600000,-0.4318146,0.0015263,-1.1779467,-0.4318146,-3.2871125,-3.0054786,-0.1154049,-0.6355807,-1.2271289,-1.0975860,-0.5090474,-0.3219382,-4.7152307,-0.4584073,-8.0413162,-5.5003070,-0.1273006,-0.6441943,-4.2859913,-2.7583903,-0.5403883,-0.3417716,-4.7769595
0.4625000,0.4625000,0.4625000,-0.4204506,0.0015054,-1.1591711,-0.4204506,-3.2191662,-2.9543016,-0.1117352,-0.6235948,-1.1982285,-1.0733896,-0.4956510,-0.3134657,-4.6254289,-0.4472622,-7.9444324,-5.4366098,-0.1230801,-0.6312422,-4.2316489,-2.7223620,-0.5272500,-0.3334622,-4.6808328
0.4650000,0.4650000,0.4650000,-0.4093202,0.0014848,-1.1407697,-0.4093202,-3.1527872,-2.9034608,-0.1081970,-0.6114377,-1.1700270,-1.0497217,-0.4825299,-0.3051675,-4.5345153,-0.4362002,-7.8491871,-5.3736634,-0.1190172,-0.6184849,-4.1781094,-2.6869521,-0.5142097,-0.3252148,-4.5873491
0.4675000,0.4675000,0.4675000,-0.3984287,0.0014645,-1.1227348,-0.3984287,-3.0879427,-2.8530305,-0.1047852,-0.5991646,-1.1425158,-1.0265804,-0.4696904,-0.2970473,-4.4428669,-0.4252488,-7.7555582,-5.3125885,-0.1151059,-0.6064301,-4.1253840,-2.6521592,-0.5012998,-0.3170498,-4.4980297
0.4700000,0.4700000,0.4700000,-0.3877798,0.0014446,-1.1050584,-0.3877798,-3.0246001,-2.8030751,-0.1014950,-0.5868245,-1.1156854,-1.0039622,-0.4571368,-0.2891080,-4.3508194,-0.4144312,-7.6635220,-5.2520709,-0.1113401,-0.5946541,-4.0734802,-2.6179802,-0.4885476,-0.3089846,-4.4099057
0.4725000,0.4725000,0.4725000,-0.3773757,0.0014250,-1.0877329,-0.3773757,-2.9627264,-2.7536496,-0.0983216,-0.5744602,-1.0895252,-0.9818625,-0.4448718,-0.2813514,-4.2586709,-0.4037668,-7.5730538,-5.1921548,-0.1077140,-0.5831942,-4.0224022,-2.5844110,-0.4759759,-0.3010336,-4.3259182
0.4750000,0.4750000,0.4750000,-0.3672177,0.0014057,-1.0707506,-0.3672177,-2.9022891,-2.7048012,-0.0952607,-0.5621093,-1.0640237,-0.9602756,-0.4328969,-0.2737782,-4.1666847,-0.3932716,-7.4841282,-5.1328782,-0.1042220,-0.5721560,-3.9721513,-2.5514462,-0.4636038,-0.2932088,-4.2441923
0.4775000,0.4775000,0.4775000,-0.3573060,0.0013868,-1.0541041,-0.3573060,-2.8432558,-2.6565695,-0.0923078,-0.5498046,-1.0391690,-0.9391951,-0.4212124,-0.2663887,-4.0750927,-0.3829588,-7.3967191,-5.0742730,-0.1008589,-0.5614805,-3.9227264,-2.5203772,-0.4514467,-0.2855199,-4.1651794
0.4800000,0.4800000,0.4800000,-0.3476400,0.0013683,-1.0377860,-0.3476400,-2.7855943,-2.6089880,-0.0894588,-0.5375747,-1.0149484,-0.9186138,-0.4098174,-0.2591823,-3.9840981,-0.3728391,-7.3108000,-5.0163656,-0.0976195,-0.5512512,-3.8741243,-2.4899876,-0.4395172,-0.2779751,-4.0891811
0.4825000,0.4825000,0.4825000,-0.3382181,0.0013501,-1.0217892,-0.3382181,-2.7292728,-2.5620843,-0.0867098,-0.5254446,-0.9913491,-0.8985237,-0.3987103,-0.2521579,-3.8938782,-0.3629209,-7.2263440,-4.9591780,-0.0944989,-0.5409012,-3.8263397,-2.4601415,-0.4278252,-0.2705804,-4.0116248
0.4850000,0.4850000,0.4850000,-0.3290384,0.0013322,-1.0061066,-0.3290384,-2.6742599,-2.5158812,-0.0840568,-0.5134357,-0.9683579,-0.8789165,-0.3878886,-0.2453142,-3.8045868,-0.3532107,-7.1433242,-4.9027278,-0.0914923,-0.5303720,-3.7793662,-2.4308306,-0.4163785,-0.2633409,-3.9328274
0.4875000,0.4875000,0.4875000,-0.3200983,0.0013147,-0.9907312,-0.3200983,-2.6205245,-2.4703967,-0.0814963,-0.5015664,-0.9459613,-0.8597836,-0.3773493,-0.2386490,-3.7163564,-0.3437134,-7.0617134,-4.8470290,-0.0885951,-0.5197181,-3.7331959,-2.4020463,-0.4051827,-0.2562600,-3.8531843
0.4900000,0.4900000,0.4900000,-0.3113946,0.0012975,-0.9756562,-0.3113946,-2.5680364,-2.4256451,-0.0790247,-0.4898525,-0.9241457,-0.8411159,-0.3670888,-0.2321601,-3.6293007,-0.3344323,-6.9814846,-4.7920921,-0.0858031,-0.5089873,-3.6878195,-2.3737797,-0.3942418,-0.2493404,-3.7730417
0.4925000,0.4925000,0.4925000,-0.3029239,0.0012806,-0.9608750,-0.3029239,-2.5167653,-2.3816368,-0.0766387,-0.4783073,-0.9028976,-0.8229041,-0.3571030,-0.2258449,-3.5435161,-0.3253696,-6.9026109,-4.7379249,-0.0831120,-0.4982211,-3.6432274,-2.3460219,-0.3835583,-0.2425836,-3.6927022
0.4950000,0.4950000,0.4950000,-0.2946825,0.0012641,-0.9463810,-0.2946825,-2.4666819,-2.3383794,-0.0743348,-0.4669420,-0.8822033,-0.8051387,-0.3473874,-0.2197006,-3.4590834,-0.3165262,-6.8250655,-4.6845324,-0.0805178,-0.4874560,-3.5994086,-2.3187635,-0.3731334,-0.2359903,-3.6124291
0.4975000,0.4975000,0.4975000,-0.2866662,0.0012478,-0.9321679,-0.2866662,-2.4177574,-2.2958777,-0.0721101,-0.4557659,-0.8620492,-0.7878102,-0.3379372,-0.2137241,-3.3760701,-0.3079023,-6.7488219,-4.6319174,-0.0780166,-0.4767236,-3.5563519,-2.2919952,-0.3629672,-0.2295606,-3.5324515
0.5000000,0.5000000,0.5000000,-0.2788707,0.0012319,-0.9182294,-0.2788707,-2.3699633,-2.2541341,-0.0699615,-0.4447866,-0.8424218,-0.7709089,-0.3287473,-0.2079123,-3.2945311,-0.2994971,-6.6738539,-4.5800807,-0.0756049,-0.4660514,-3.5140454,-2.2657077,-0.3530588,-0.2232940,-3.4529675
0.5025000,0.5025000,0.5025000,-0.2712917,0.0012162,-0.9045593,-0.2712917,-2.3232719,-2.2131487,-0.0678862,-0.4340102,-0.8233078,-0.7544250,-0.3198126,-0.2022619,-3.2145104,-0.2913092,-6.6001355,-4.5308915,-0.0732790,-0.4554630,-3.4724768,-2.2398915,-0.3434066,-0.2171894,-3.3741482
0.5050000,0.5050000,0.5050000,-0.2639244,0.0012009,-0.8911517,-0.2639244,-2.2776560,-2.1729199,-0.0658814,-0.4234414,-0.8046938,-0.7383489,-0.3111276,-0.1967694,-3.1360423,-0.2833366,-6.5276413,-4.4856511,-0.0710355,-0.4449787,-3.4316336,-2.2165784,-0.3340081,-0.2112453,-3.2961401
0.5075000,0.5075000,0.5075000,-0.2567643,0.0011858,-0.8780007,-0.2567643,-2.2330891,-2.1334445,-0.0639443,-0.4130839,-0.7865669,-0.7226710,-0.3026868,-0.1914312,-3.0591524,-0.2755767,-6.4563460,-4.4419989,-0.0688713,-0.4346160,-3.3915030,-2.1948487,-0.3248605,-0.2054598,-3.2190686
0.5100000,0.5100000,0.5100000,-0.2498066,0.0011710,-0.8651006,-0.2498066,-2.1895451,-2.0947177,-0.0620726,-0.4029400,-0.7689141,-0.7073817,-0.2944846,-0.1862440,-2.9838585,-0.2680266,-6.3862249,-4.3989608,-0.0667831,-0.4243896,-3.3520720,-2.1734618,-0.3159602,-0.1998308,-3.1430398
0.5125000,0.5125000,0.5125000,-0.2430464,0.0011565,-0.8524458,-0.2430464,-2.1469986,-2.0567336,-0.0602637,-0.3930114,-0.7517228,-0.6924713,-0.2865152,-0.1812040,-2.9101719,-0.2606831,-6.3172538,-4.3565314,-0.0647680,-0.4143120,-3.3133275,-2.1524111,-0.3073034,-0.1943557,-3.0681429
